state,week,total_cases,total_deaths,total_cases_us,total_deaths_us,percentage_cases,percentage_deaths
Wisconsin,28,8490216,96650,413555826,7388536,2.0529794204857845,1.3081075872134886
Wisconsin,29,8621083,98702,422815728,7515404,2.0389693261363258,1.3133292634700677
Wisconsin,30,8717931,100418,429112805,7628850,2.031617537025025,1.3162927570996938
Wisconsin,31,8771377,102444,432772697,7733730,2.0267861306416934,1.3246389517089425
Wisconsin,32,8795246,104371,434955807,7800559,2.0221010637064563,1.3379938540302048
Wisconsin,33,8810598,105512,437380590,7853097,2.0144007762210023,1.343571841784203
Wisconsin,34,8900578,107431,451183101,7948347,1.9727197185073648,1.3516143671130614
Wisconsin,35,9097381,108045,470282286,8038989,1.9344511309107655,1.3440122881123484
Wisconsin,36,9368871,109196,496698578,8212460,1.8862286736806404,1.329638135223794
Wisconsin,37,9713632,111260,525106961,8480704,1.8498387417111388,1.311919387824407
Wisconsin,38,10173872,113625,551080385,8831887,1.8461684133431824,1.2865314060290853
Wisconsin,39,10714271,116384,570984508,9178044,1.8764556393183263,1.2680697542962314
Wyoming,1,6995,91,13644993,786250,0.05126422563939754,0.011573926868044515
Wyoming,2,3938,42,7940175,474933,0.04959588422169536,0.008843352641319933
Wyoming,3,4454,49,8896630,534045,0.05006390060056449,0.009175256766751865
Wyoming,4,4923,73,9837494,582599,0.05004323255495759,0.012530059268896788
Wyoming,5,5390,96,10727153,623896,0.050246323511932756,0.015387179914601153
Wyoming,6,5670,102,11646234,661268,0.04868526598383649,0.015424910928700616
Wyoming,7,6314,108,12570310,693159,0.050229469281187183,0.015580840759479428
Wyoming,8,7177,118,13688447,718836,0.05243107563626465,0.016415427162802084
Wyoming,9,8440,120,15271347,754416,0.05526689950794779,0.015906343449767768
Wyoming,10,9758,121,17321941,779487,0.05633317882793851,0.015523029890171356
Wyoming,11,11119,127,19735326,808303,0.05634059452577576,0.01571192980850003
Wyoming,12,12754,145,22513159,840740,0.056651312239210855,0.017246711230582582
Wyoming,13,47396,475,75392468,2322210,0.06286569634515744,0.02045465311061446
Wyoming,14,53661,548,82613109,2473036,0.06495458245010487,0.022158998089797318
Wyoming,15,66322,640,89958441,2613757,0.07372515493015269,0.024485826341163315
Wyoming,16,88707,691,98283032,2744562,0.09025667828399922,0.02517705921746348
Wyoming,17,125730,813,108710383,2877454,0.1156559258925617,0.02825414411490158
Wyoming,18,192263,1253,123742353,3032206,0.15537364155342998,0.04132304995109171
Wyoming,19,316798,2029,149140694,3242863,0.21241553294636004,0.06256816892973893
Wyoming,20,439388,3058,180323778,3537929,0.24366614590339827,0.08643474755994256
Wyoming,21,520529,4293,218484424,3967089,0.2382453588545058,0.10821536900230874
Wyoming,22,621761,6563,297414902,4959558,0.2090550930094283,0.1323303407279439
Wyoming,23,664987,7556,331246599,5536919,0.20075285361646836,0.13646578539436824
Wyoming,24,686488,8273,353902473,6107034,0.1939766043963191,0.1354667421206432
Wyoming,25,701741,8669,367750323,6540703,0.1908199547658861,0.13253926986135894
Wyoming,26,714410,8929,379269903,6856950,0.18836453785261206,0.13021824572149426
Wyoming,27,725335,9023,389709216,7073156,0.1861221059755487,0.12756681741502662
Wyoming,28,747002,9153,413555826,7388536,0.18062905973908344,0.12388110445695873
Wyoming,29,758749,9212,422815728,7515404,0.17945146070819767,0.12257491413635248
Wyoming,30,771411,9263,429112805,7628850,0.17976881393693203,0.12142065973246294
Wyoming,31,784567,9354,432772697,7733730,0.18128846977608662,0.12095069261533568
Wyoming,32,796720,9488,434955807,7800559,0.18317263206466397,0.12163230865890509
Wyoming,33,808193,9669,437380590,7853097,0.18478026196818656,0.12312339959636305
Wyoming,34,840382,10028,451183101,7948347,0.18626185203687404,0.1261645974942966
Wyoming,35,875163,10267,470282286,8038989,0.18609312450267368,0.12771506466795762
Wyoming,36,936318,10699,496698578,8212460,0.18850829083710402,0.13027765127623148
Wyoming,37,1022809,11301,525106961,8480704,0.19478107813543152,0.13325544671763098
Wyoming,38,1116443,12193,551080385,8831887,0.2025916781632502,0.13805656707337854
Wyoming,39,1203463,13263,570984508,9178044,0.2107698165429035,0.144507914758308
